query_id,cpu_used(%),ram_used(gb),time(ms)
1,11.3,0.8,38.0
2,50.8,0.8,85.0
3,14.3,0.81,27.0
4,41.1,0.82,714.0
5,33.9,0.73,66.0
6,14.5,0.72,41.0
7,41.9,0.68,90.0
8,21.0,0.68,46.0
9,73.8,0.67,116.0
10,24.2,0.65,51.0
11,49.2,0.72,425.0
12,11.3,0.73,22.0
13,45.2,0.75,92.0
14,64.45,0.78,411.5
15,9.4,0.66,32.0
16,19.0,0.68,37.0
17,25.8,0.71,57.0
18,31.1,0.72,74.0
19,16.1,0.72,43.0
20,9.5,0.73,22.0
21,8.1,0.73,13.0
22,72.5,0.74,381.0
23,84.37,0.79,361.0
24,8.1,0.67,9.5
25,14.3,0.67,33.0
26,19.4,0.64,44.0
27,40.3,0.62,90.0
28,80.6,0.65,134.0
29,29.5,0.68,64.0
30,16.4,0.68,46.0
31,31.1,0.69,64.0
32,11.5,0.7,17.0
33,17.7,0.73,39.0
34,22.6,0.74,42.0
35,53.1,0.75,98.0
36,35.5,0.8,133.0
37,6.5,0.8,11.0
38,42.9,0.8,79.0
39,54.7,0.81,69.5
40,9.4,0.81,25.0
41,6.3,0.8,11.0
42,14.3,0.79,25.0
43,31.1,0.79,53.0
44,46.0,0.76,77.0
45,11.3,0.74,28.0
46,35.5,0.7,85.0
47,74.6,0.73,196.0
48,41.9,0.7,79.0
49,24.2,0.73,52.0
50,29.0,0.75,56.0
51,78.1,0.76,413.0
52,14.5,0.74,25.0
53,19.4,0.75,38.0
54,8.1,0.75,22.0
55,12.9,0.75,24.0
56,24.6,0.74,47.0
57,42.2,0.76,83.0
58,17.7,0.76,35.0
59,82.3,0.76,142.0
60,23.8,0.73,49.0
61,11.7,0.71,25.0
62,14.8,0.7,29.0
63,17.7,0.67,34.0
64,66.2,0.72,156.0
65,54.0,0.7,99.0
66,16.4,0.69,42.0
67,65.58,0.85,830.0
68,31.7,0.87,71.0
69,28.1,0.88,53.0
70,34.9,0.89,61.0
71,17.7,0.88,42.0
72,48.4,0.91,129.0
73,20.6,0.92,38.0
74,33.1,0.92,275.0
75,54.7,0.87,119.0
76,25.8,0.86,56.0
77,21.0,0.84,49.0
78,72.3,0.89,244.0
79,33.9,0.76,68.0
80,46.8,0.79,96.0
81,14.3,0.78,54.0
82,11.3,0.77,21.0
83,9.5,0.77,16.0
84,9.7,0.77,25.0
85,21.3,0.76,59.0
86,12.7,0.76,25.0
87,48.4,0.79,89.0
88,67.7,0.79,126.0
89,22.6,0.76,44.0
90,8.1,0.76,12.0
91,20.6,0.76,35.0
92,8.1,0.75,15.0
93,8.1,0.76,21.0
94,11.1,0.76,26.0
95,32.85,0.74,270.0
96,9.7,0.7,20.0
97,46.0,0.71,91.0
98,17.7,0.71,38.0
99,22.6,0.69,43.0
